Thermal Cycle Test,Logger Rev-1.0,,,,,
Operator,d gaines,,,,,
Unit,OCU,,,,,
Product Number,1F67700-1,,,,,
Serial Number,34,,,,,
Date,20161018_1715,,,,,
Position,1,,,,,
Units in Chamber,*0034,,,,,
*Thermocouples are placed on this unit,,,,,,
Comments,,,,,,
,,,,,,
Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
50:53.4,15.583333,-14.480126,-14.091859,-54.01988,-52.935078,24.483194
51:13.4,15.588889,-14.886414,-14.620457,-53.688984,-52.556556,24.43813
51:33.4,15.594444,-15.593118,-15.231277,-56.182168,-55.322955,24.380259
51:53.4,15.6,-15.922749,-15.640193,-53.514299,-52.556711,23.403869
52:13.4,15.605555,-16.374371,-16.143722,-53.939163,-53.0901,22.603496
52:33.4,15.611112,-17.134018,-16.698743,-56.418315,-55.6601,22.227293
52:53.4,15.616669,-17.64568,-17.130437,-53.938131,-53.007619,21.691414
53:13.4,15.622222,-17.928947,-17.614024,-54.200751,-53.116677,21.795022
53:33.4,15.627778,-18.509035,-18.182517,-56.488208,-55.761897,21.538858
53:53.4,15.633333,-18.872107,-18.482546,-53.644466,-52.645511,21.104649
54:13.4,15.638889,-19.29387,-19.027961,-54.55629,-53.638627,20.978679
54:33.4,15.644444,-19.881334,-19.602583,-56.704751,-56.188443,20.745817
54:53.4,15.65,-20.388023,-19.938279,-53.759718,-52.680608,20.659192
55:13.4,15.655555,-20.738876,-20.521327,-54.811356,-54.103782,20.623447
55:33.4,15.661111,-21.376749,-20.95008,-56.763913,-56.106737,20.648144
55:53.4,15.666667,-21.584286,-21.268208,-53.620094,-52.901164,20.521048
56:13.4,15.672222,-22.022099,-21.696204,-54.905414,-54.061491,20.464548
56:33.4,15.677778,-22.588887,-22.256218,-56.883239,-56.345102,20.55136
56:53.4,15.683333,-22.919362,-22.470791,-53.723339,-52.813959,20.267382
57:13.4,15.688889,-23.351201,-23.02515,-55.405058,-54.634764,20.282735
57:33.4,15.694444,-23.860564,-23.600159,-56.90479,-56.22882,20.154104
57:53.4,15.7,-24.086334,-23.803673,-53.496846,-52.790976,20.165854
58:13.4,15.705555,-24.533791,-24.186883,-55.47497,-54.601526,20.328371
58:33.4,15.711111,-25.028831,-24.660915,-57.052874,-56.509685,20.107526
58:53.4,15.716667,-25.19389,-24.840047,-53.767133,-52.83527,20.21845
59:13.4,15.722222,-25.676196,-25.296592,-55.773749,-55.124809,20.163268
59:33.4,15.727778,-26.264015,-25.877535,-56.939976,-56.380022,20.172069
59:53.4,15.733334,-26.389247,-26.010612,-53.655321,-52.789591,20.057277
00:13.4,15.738889,-26.831202,-26.466923,-55.982821,-55.397801,19.981013
00:33.4,15.744444,-27.285844,-26.90662,-56.935555,-56.666472,19.973306
00:53.4,15.75,-27.412471,-27.122822,-53.606185,-52.789287,19.963816
01:13.4,15.755556,-27.915681,-27.543624,-56.159058,-55.43374,20.198101
01:33.4,15.761111,-28.360755,-28.03997,-56.974627,-56.533649,20.169164
01:53.4,15.766667,-28.559541,-28.206991,-53.81696,-52.992767,20.182766
02:13.4,15.772222,-28.944324,-28.661656,-56.620204,-56.163164,20.083874
02:33.4,15.777777,-29.305607,-29.026364,-56.834335,-56.437463,20.086594
02:53.4,15.783333,-29.604752,-29.261589,-53.949314,-53.15373,19.997326
03:13.4,15.788889,-29.961206,-29.690908,-56.896837,-56.476375,19.792788
03:33.4,15.794444,-30.388181,-29.969858,-56.399361,-55.934618,19.955417
03:53.4,15.8,-30.475053,-30.111745,-54.136966,-53.396323,20.377718
04:13.4,15.805555,-30.859981,-30.594413,-57.306622,-56.867229,21.291006
04:33.4,15.811111,-31.20836,-30.863867,-56.092139,-55.645555,22.037059
04:53.4,15.816666,-31.314939,-30.985893,-54.312341,-53.514121,22.473221
05:13.4,15.822222,-31.819128,-31.428423,-57.508814,-57.196947,22.565482
05:33.4,15.827778,-32.071056,-31.686515,-55.614286,-54.960016,22.860054
05:53.4,15.833333,-32.223555,-31.914786,-54.377839,-53.708938,23.080125
06:13.4,15.838889,-32.705889,-32.414785,-57.616085,-57.151472,23.171914
06:33.4,15.844445,-32.994568,-32.612687,-55.981429,-55.460428,23.528009
06:53.4,15.85,-33.172133,-32.86169,-54.81428,-53.893166,23.456082
07:13.4,15.855555,-33.646104,-33.241946,-58.051583,-57.670628,23.303804
07:33.4,15.861111,-33.67955,-33.356181,-55.470981,-54.921397,23.548392
07:53.4,15.866666,-33.964427,-33.640798,-55.30108,-54.673834,23.210004
08:13.4,15.872222,-34.488493,-34.161171,-58.197855,-57.801445,23.365731
08:33.4,15.877778,-34.631379,-34.232102,-55.280143,-54.62668,23.137172
08:53.4,15.883333,-34.711784,-34.418809,-55.451776,-54.708059,22.958219
09:13.4,15.888889,-35.262166,-34.879877,-58.257354,-57.878147,23.302305
09:33.4,15.894444,-35.372966,-35.00305,-55.219665,-54.681727,22.778112
09:53.4,15.9,-35.573846,-35.309707,-56.018433,-55.45138,22.259699
10:13.4,15.905556,-35.975492,-35.63514,-58.276305,-58.000453,21.918285
10:33.4,15.911111,-36.129817,-35.733773,-55.164144,-54.67784,21.494369
10:53.4,15.916667,-36.35524,-36.021889,-55.938296,-55.300479,21.302504
11:13.4,15.922224,-36.704374,-36.41242,-58.21975,-58.039958,21.267107
11:33.4,15.927777,-36.7772,-36.460707,-55.187661,-54.768948,20.959419
11:53.4,15.933333,-37.018618,-36.688503,-56.736683,-56.231059,20.813163
12:13.4,15.938889,-37.359819,-37.035725,-57.918401,-57.754824,20.691118
12:33.4,15.944445,-37.369931,-37.071595,-54.81937,-54.213651,20.51876
12:53.4,15.95,-37.692433,-37.452274,-57.253992,-57.008493,20.494586
13:13.4,15.955556,-37.979123,-37.639236,-57.524269,-57.274921,20.357109
13:33.4,15.961111,-38.036502,-37.747932,-54.607028,-53.968033,20.238937
13:53.4,15.966667,-38.32624,-38.0494,-57.532553,-57.091342,20.181115
14:13.4,15.972222,-38.559896,-38.249852,-57.547561,-57.343806,20.174043
14:33.4,15.977779,-38.508177,-38.233143,-54.456333,-53.89315,20.087519
14:53.4,15.983334,-38.914483,-38.62262,-57.640405,-57.253527,20.167917
15:13.4,15.988891,-39.177196,-38.871731,-57.475279,-57.245895,19.922559
15:33.4,15.994446,-39.140424,-38.909697,-54.633114,-54.075713,20.00396
15:53.4,16.000001,-39.46175,-39.188503,-57.766376,-57.48106,20.117212
16:13.4,16.005557,-39.727414,-39.413853,-57.211259,-57.029629,19.889298
16:33.4,16.011114,-39.749062,-39.518579,-54.964861,-54.394723,19.775756
16:53.4,16.016667,-40.088112,-39.84152,-58.19386,-57.948126,19.994879
17:13.4,16.022222,-40.238603,-39.936639,-56.676649,-56.435096,19.915398
17:33.4,16.02778,-40.236518,-40.035314,-55.170506,-54.636385,19.805892
17:53.4,16.033334,-40.714141,-40.482152,-58.588031,-58.350394,19.806405
18:13.4,16.03889,-40.843647,-40.505596,-56.469372,-56.17946,19.779903
18:33.4,16.044444,-40.81101,-40.529874,-55.515739,-54.986322,19.776014
18:53.4,16.05,-41.112104,-40.851266,-58.73376,-58.723696,19.804503
19:13.4,16.055555,-41.134183,-40.877148,-55.888607,-55.587979,19.69825
19:33.4,16.061111,-41.235001,-40.992468,-55.965008,-55.528542,19.765317
19:53.4,16.066667,-41.676912,-41.393686,-58.882911,-58.850281,19.761567
20:13.4,16.072222,-41.701228,-41.42595,-55.753465,-55.439914,19.736261
20:33.4,16.077778,-41.808223,-41.606028,-56.481412,-56.120921,19.718299
20:53.4,16.083333,-42.112153,-41.844633,-58.827159,-58.788972,19.891278
21:13.4,16.088889,-42.012668,-41.783901,-55.400788,-55.018018,20.479353
21:33.4,16.094444,-42.230489,-42.038417,-56.808859,-56.501133,21.215535
21:53.4,16.1,-42.561808,-42.314059,-58.34238,-58.354355,21.628865
22:13.4,16.105555,-42.532753,-42.269179,-54.991403,-54.493359,21.741787
22:33.4,16.111111,-42.764301,-42.546157,-57.644172,-57.473142,21.990913
22:53.4,16.116667,-42.946057,-42.712766,-57.950897,-57.830988,22.55003
23:13.4,16.122222,-42.848033,-42.62501,-54.926441,-54.520555,22.670812
23:33.4,16.127778,-43.108986,-42.927199,-58.107706,-57.910139,22.73663
23:53.4,16.133333,-43.318054,-43.031842,-57.212346,-57.081322,22.585435
24:13.4,16.138889,-43.310149,-43.08291,-55.247311,-54.804032,22.151038
24:33.4,16.144445,-43.673964,-43.485612,-58.710875,-58.583458,22.284206
24:53.4,16.15,-43.848945,-43.55596,-56.88956,-56.679245,22.40881
25:13.4,16.155555,-43.807464,-43.601148,-55.335811,-54.949768,22.242003
25:33.4,16.161111,-44.151042,-43.910229,-58.540394,-58.411749,22.484251
25:53.4,16.166666,-44.054435,-43.761076,-53.248759,-52.800554,22.562568
26:13.4,16.172222,-44.195909,-43.899002,-54.521954,-54.024547,22.493931
26:33.4,16.177778,-44.019708,-43.68395,-49.234386,-48.400046,22.468553
26:53.4,16.183333,-44.138908,-43.835117,-51.869699,-51.264416,22.365457
27:13.4,16.188889,-43.841177,-43.459489,-46.768773,-45.958777,21.827292
27:33.4,16.194444,-43.942141,-43.553256,-49.582289,-49.006087,21.46563
27:53.4,16.2,-43.720229,-43.346885,-45.864652,-45.023077,21.370754
28:13.4,16.205555,-43.94454,-43.490474,-48.09702,-47.672674,21.115077
28:33.4,16.211111,-43.704575,-43.271876,-44.621719,-43.813729,20.752871
28:53.4,16.216667,-43.86301,-43.398822,-48.450406,-48.223739,20.651976
29:13.4,16.222222,-43.602115,-43.142464,-44.967471,-44.352179,20.584703
29:33.4,16.227778,-43.74764,-43.261666,-48.171674,-48.033005,20.686671
29:53.4,16.233333,-43.44934,-42.972134,-44.113995,-43.484655,20.473459
30:13.4,16.238889,-43.670764,-43.19996,-47.794189,-47.634207,20.417322
30:33.4,16.244444,-43.545916,-43.088605,-45.433581,-45.05197,20.375503
30:53.4,16.249999,-43.628846,-43.142505,-47.693964,-47.609497,20.384613
31:13.4,16.255555,-43.400497,-42.952202,-44.823138,-44.352789,20.48711
31:33.4,16.261111,-43.473592,-43.004546,-46.673034,-46.528292,20.62423
31:53.4,16.266667,-43.487986,-43.087102,-46.976802,-46.773647,20.50943
32:13.4,16.272222,-43.440936,-42.943252,-45.145867,-44.959653,20.350107
32:33.4,16.277779,-43.407821,-42.976938,-46.739837,-46.602162,20.428593
32:53.4,16.283334,-43.369898,-42.944147,-46.415636,-46.20742,20.639086
33:13.4,16.28889,-43.34102,-42.88325,-45.671362,-45.564689,20.482133
33:33.4,16.294445,-43.371485,-42.90956,-46.812257,-46.731742,20.510218
33:53.4,16.300001,-43.412556,-43.004453,-46.708768,-46.517429,20.421983
34:13.4,16.305557,-43.40924,-42.934224,-45.253764,-45.031257,20.315876
34:33.4,16.311112,-43.497835,-43.044857,-47.514823,-47.420317,20.409059
34:53.4,16.316668,-43.473511,-43.024894,-47.181055,-47.061136,20.396824
35:13.4,16.322223,-43.345467,-42.933288,-45.014512,-44.782698,20.552976
35:33.4,16.327779,-43.532111,-43.120313,-47.579253,-47.615707,20.376355
35:53.4,16.333333,-43.458961,-43.061074,-46.39224,-46.170228,20.497603
36:13.4,16.338891,-43.430386,-42.988527,-45.462501,-45.339327,20.375691
36:33.4,16.344446,-43.5302,-43.098433,-47.518914,-47.447567,20.183402
36:53.4,16.350002,-43.550708,-43.158822,-46.242342,-45.900195,20.289119
37:13.4,16.355555,-43.554857,-43.119218,-45.945878,-45.747207,20.312888
37:33.4,16.361112,-43.498846,-43.055804,-46.116358,-45.9563,20.28174
37:53.4,16.366667,-43.482278,-43.106961,-45.795499,-45.464545,20.356192
38:13.4,16.372229,-43.471058,-43.027396,-44.152578,-43.897001,20.360114
38:33.4,16.377778,-43.536253,-43.094825,-46.191583,-46.066614,20.477603
38:53.4,16.383333,-43.548616,-43.137135,-46.905682,-46.812277,20.549529
39:13.4,16.388888,-43.569539,-43.187019,-47.350241,-47.254821,20.436924
39:33.4,16.394444,-43.519257,-43.082696,-44.555806,-44.272352,20.485776
39:53.4,16.399999,-43.560834,-43.130459,-46.168584,-46.083735,20.476937
40:13.4,16.405556,-43.519005,-43.150551,-46.371535,-46.198276,20.686562
40:33.4,16.411111,-43.475911,-43.061617,-45.195417,-44.986175,20.7856
40:53.4,16.416666,-43.545171,-43.163467,-46.927374,-46.87383,20.855292
41:13.4,16.422222,-43.540425,-43.15118,-45.408962,-45.180613,20.644158
41:33.4,16.427778,-43.563972,-43.1312,-45.306749,-45.182584,20.840502
41:53.4,16.433333,-43.572956,-43.177522,-46.447042,-46.285669,20.796429
42:13.4,16.438889,-43.453128,-43.054829,-44.662236,-44.343393,20.686595
42:33.4,16.444444,-43.471747,-43.060112,-44.983126,-44.788071,20.882585
42:53.4,16.449999,-43.531533,-43.117142,-46.069555,-46.049144,20.987029
43:13.4,16.455556,-43.436142,-43.079132,-45.061264,-44.778439,20.760105
43:33.4,16.461112,-43.530564,-43.134314,-44.806088,-44.648013,20.805593
43:53.4,16.466667,-43.5882,-43.170498,-46.149623,-46.128738,21.067465
44:13.4,16.472223,-43.539991,-43.199326,-46.399408,-46.226448,21.192292
44:33.4,16.477777,-43.480201,-43.099644,-44.774426,-44.570069,21.115399
44:53.4,16.483333,-43.632458,-43.240098,-46.544803,-46.520736,20.911889
45:13.4,16.488889,-43.624985,-43.257273,-45.852821,-45.572974,20.938776
45:33.4,16.494445,-43.560992,-43.140185,-44.33644,-43.974796,20.744685
45:53.4,16.5,-43.555513,-43.178616,-45.85441,-45.729932,20.958371
46:13.4,16.505555,-43.517252,-43.171277,-46.106054,-45.86448,20.88805
46:33.4,16.511111,-43.417666,-43.047815,-43.867272,-43.559839,20.889513
46:53.4,16.516669,-43.456358,-43.066134,-45.046953,-44.925677,20.917602
47:13.4,16.522222,-43.608227,-43.234306,-46.591072,-46.533795,20.760353
47:33.4,16.527778,-43.576609,-43.219041,-45.47061,-45.257166,20.632204
47:53.4,16.533333,-43.557401,-43.157081,-45.027379,-44.870628,20.445391
48:13.4,16.538889,-43.544381,-43.173644,-46.270373,-46.226261,20.493634
48:33.4,16.544444,-43.528784,-43.175892,-46.35435,-46.273555,20.593591
48:53.4,16.55,-43.480951,-43.154368,-45.815377,-45.602512,20.598991
49:13.4,16.555556,-43.414687,-43.026296,-43.87316,-43.629396,20.493145
49:33.4,16.561111,-43.472501,-43.103456,-45.726961,-45.606548,20.366178
49:53.4,16.566666,-43.498139,-43.15682,-45.110521,-44.811537,20.276557
50:13.4,16.572222,-43.443855,-43.100149,-45.250567,-45.034075,20.169421
50:33.4,16.57778,-43.470852,-43.099956,-45.455392,-45.355189,20.501123
50:53.4,16.583333,-43.465491,-43.069456,-45.103717,-44.98707,20.314408
51:13.4,16.588889,-43.610707,-43.197623,-46.240278,-46.140379,20.432047
51:33.4,16.594444,-43.629189,-43.257741,-46.512321,-46.333757,20.591044
51:53.4,16.6,-43.494715,-43.133347,-44.626573,-44.337731,20.521075
52:13.4,16.605556,-43.464671,-43.093207,-44.762546,-44.586091,20.450408
52:33.4,16.611111,-43.49274,-43.172349,-46.293776,-46.165231,20.401079
52:53.4,16.616667,-43.518659,-43.173919,-44.466058,-44.258729,20.519994
53:13.4,16.622222,-43.587814,-43.21043,-45.141174,-45.08443,21.164654
53:33.4,16.627777,-43.570245,-43.222894,-45.894048,-45.77631,21.752338
53:53.4,16.633334,-43.474381,-43.122845,-43.920553,-43.658709,21.936693
54:13.4,16.638889,-43.537859,-43.156884,-45.473697,-45.454034,22.541696
54:33.4,16.644444,-43.377816,-43.07748,-44.333791,-44.012902,22.868455
54:53.4,16.65,-43.351202,-42.988572,-43.819022,-43.652666,23.004504
55:13.4,16.655556,-43.353146,-43.040589,-45.953431,-45.892983,23.227587
55:33.4,16.661111,-43.288367,-42.987225,-44.547393,-44.28643,23.629106
55:53.4,16.666666,-43.326822,-42.952355,-44.154725,-44.023614,23.844628
56:13.4,16.672222,-43.377698,-43.021403,-45.735667,-45.671029,23.972622
56:33.4,16.677778,-43.392167,-43.07082,-45.975795,-45.81707,24.017597
56:53.4,16.683333,-43.289927,-42.945706,-45.722219,-45.550842,23.98283
57:13.4,16.688889,-43.228741,-42.895165,-44.876159,-44.676234,24.069549
57:33.4,16.694444,-43.285297,-42.924644,-45.664217,-45.55312,24.172953
57:53.4,16.7,-43.356441,-42.995287,-46.508479,-46.427025,24.257695
58:13.4,16.705556,-43.362198,-43.043819,-46.812947,-46.679049,24.211019
58:33.4,16.711111,-43.264147,-42.960365,-46.334107,-46.091524,24.566964
58:53.4,16.716667,-43.227682,-42.905333,-45.437262,-45.177837,24.448204
59:13.4,16.722222,-43.28444,-42.942535,-46.226031,-46.162639,24.270703
59:33.4,16.727778,-43.379906,-43.012689,-47.489505,-47.435816,23.148647
59:53.4,16.733333,-43.409585,-43.057373,-47.676986,-47.530915,22.895287
00:13.4,16.738889,-43.361212,-43.033595,-47.434662,-47.202601,22.517123
00:33.4,16.744444,-43.388236,-43.04777,-48.283924,-48.184835,22.337291
00:53.4,16.75,-43.409068,-43.0667,-48.477913,-48.329001,22.104457
01:13.4,16.755557,-43.262751,-42.948418,-46.34746,-45.997798,21.940001
01:33.4,16.761113,-43.258971,-42.904902,-45.884661,-45.655774,21.937739
01:53.4,16.766668,-43.234577,-42.934585,-46.95386,-46.714269,22.067925
02:13.4,16.772223,-43.2292,-42.942362,-47.229867,-47.082522,22.135635
02:33.4,16.777779,-43.270645,-42.968865,-47.521131,-47.413641,22.014383
02:53.4,16.783334,-43.282813,-43.008265,-48.089482,-47.964388,21.973051
03:13.4,16.78889,-43.251838,-43.01466,-48.104396,-47.938248,21.81055
03:33.4,16.794445,-43.21494,-42.904447,-46.468823,-46.280379,21.787161
03:53.4,16.800001,-43.282054,-42.964847,-47.923189,-47.839213,21.389171
04:13.4,16.805557,-43.281656,-43.002047,-48.615448,-48.465727,21.565784
04:33.4,16.811112,-43.320655,-43.015744,-47.447637,-47.123956,21.424606
04:53.4,16.816668,-43.280268,-42.978395,-46.578783,-46.266724,21.517913
05:13.4,16.822224,-43.327796,-43.014207,-47.28435,-47.140214,21.619124
05:33.4,16.827779,-43.338132,-43.046933,-48.278089,-48.055735,21.484541
05:53.4,16.833335,-43.318722,-43.036539,-48.071362,-47.817035,21.25875
06:13.4,16.83889,-43.325463,-43.001401,-47.605068,-47.40123,20.94311
06:33.4,16.844445,-43.334717,-43.025951,-48.141915,-47.95602,21.450089
06:53.4,16.85,-43.33661,-43.067106,-48.788385,-48.703385,21.255823
07:13.4,16.855555,-43.362478,-43.07896,-48.811266,-48.662575,20.901698
07:33.4,16.861111,-43.410972,-43.08269,-47.279951,-47.063274,20.835584
07:53.4,16.866667,-43.42599,-43.096408,-47.930941,-47.752719,20.907313
08:13.4,16.872222,-43.476073,-43.16742,-49.248435,-49.111465,20.8484
08:33.4,16.877778,-43.392914,-43.105432,-48.344805,-48.180978,20.778175
08:53.4,16.883333,-43.50023,-43.206339,-50.097005,-50.141022,20.69339
09:13.4,16.888889,-43.511377,-43.198137,-48.352191,-48.219445,20.531404
09:33.4,16.894444,-43.683085,-43.453219,-51.36917,-51.364183,20.47713
09:53.4,16.899999,-43.428401,-43.135778,-46.884825,-46.522158,20.24956
10:13.4,16.905556,-43.483397,-43.240706,-49.109844,-48.887161,20.399974
10:33.4,16.911112,-43.420553,-43.149308,-47.340054,-47.032135,20.372251
10:53.4,16.916666,-43.657216,-43.341814,-49.602016,-49.537051,20.192981
11:13.4,16.922222,-43.471956,-43.202248,-47.136696,-46.783928,20.364312
11:33.4,16.927778,-43.520455,-43.185955,-48.502458,-48.381544,20.260573
11:53.4,16.933333,-43.490324,-43.21152,-49.151375,-49.003968,20.063421
12:13.4,16.938889,-43.423269,-43.083002,-47.171638,-46.989938,20.213395
12:33.4,16.944444,-43.386532,-43.099181,-48.443223,-48.18889,20.168053
12:53.4,16.949999,-43.393098,-43.124176,-48.455035,-48.260503,20.038209
13:13.4,16.955556,-43.429689,-43.133494,-48.526521,-48.378736,19.937172
13:33.4,16.961112,-43.419283,-43.075086,-48.080002,-47.912016,20.024412
13:53.4,16.966668,-43.454335,-43.113796,-49.329003,-49.190404,20.124734
14:13.4,16.972224,-43.299233,-43.016646,-47.594981,-47.286954,20.167459
14:33.4,16.977779,-43.404812,-43.087436,-48.929318,-48.82981,20.124345
14:53.4,16.983334,-43.540034,-43.19719,-49.700373,-49.580317,19.895039
15:13.4,16.98889,-43.425718,-43.130462,-48.209667,-47.921949,19.821239
15:33.4,16.994445,-43.485273,-43.136084,-48.942995,-48.83564,19.939619
15:53.4,17.000001,-43.470175,-43.160223,-49.324317,-49.227776,19.742835
16:13.4,17.005557,-43.42212,-43.149369,-49.409919,-49.253866,19.844386
16:33.4,17.011111,-43.308685,-43.011389,-47.449976,-47.192915,19.942779
16:53.4,17.016666,-43.308891,-43.017216,-48.211558,-48.015214,19.820695
17:13.4,17.022222,-43.37218,-43.091396,-48.47715,-48.214868,19.867005
17:33.4,17.027783,-43.360619,-43.050114,-48.223765,-47.982528,20.002931
17:53.4,17.033333,-43.305819,-42.968504,-47.102666,-46.804022,19.82631
18:13.4,17.038889,-43.36732,-43.049061,-49.082171,-48.901029,19.768778
18:33.4,17.044444,-43.26137,-42.94416,-47.554779,-47.24574,19.935415
18:53.4,17.05,-43.191755,-42.879338,-46.765591,-46.361555,20.989191
19:13.4,17.055555,-43.176552,-42.824121,-47.195906,-47.007104,21.475202
19:33.4,17.061111,-43.103779,-42.812022,-47.829175,-47.51299,21.799764
