Thermal Cycle Test,Logger Rev-1.0,,,,,
Operator,d gaines,,,,,
Unit,OCU,,,,,
Product Number,1F67700-1,,,,,
Serial Number,34,,,,,
Date,20161018_1715,,,,,
Position,1,,,,,
Units in Chamber,*0034,,,,,
*Thermocouples are placed on this unit,,,,,,
Comments,,,,,,
,,,,,,
Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
44:53.4,13.483333,-6.848681,-5.64948,56.400721,55.840677,21.952363
45:13.4,13.488888,-5.660281,-4.662934,57.168153,56.542373,22.011625
45:33.4,13.494444,-4.498359,-3.545362,57.597004,56.785974,21.972218
45:53.4,13.5,-3.433489,-2.457996,57.873351,56.946511,21.929842
46:13.4,13.505556,-2.362872,-1.436181,58.842599,58.173191,22.146111
46:33.4,13.511111,-1.342742,-0.591464,59.109836,58.496784,22.040595
46:53.4,13.516666,-0.251982,0.649591,59.722245,58.286942,22.070106
47:13.4,13.522222,0.604805,1.677132,60.430765,59.589503,22.291556
47:33.4,13.527778,1.650003,2.635947,60.444679,60.080254,22.287683
47:53.4,13.533333,2.696352,3.508543,61.041517,60.123279,22.287157
48:13.4,13.538889,3.707575,4.589027,61.532812,60.585943,22.28842
48:33.4,13.544444,4.747842,5.553628,61.557485,59.991701,22.296891
48:53.4,13.55,5.766633,6.581699,62.351465,61.308104,22.335488
49:13.4,13.555555,6.650387,7.360476,62.606098,61.560598,22.35032
49:33.4,13.561111,7.548503,8.231135,62.739903,61.973171,22.351803
49:53.4,13.566667,8.457848,9.129208,62.755343,62.073881,22.281373
50:13.4,13.572222,9.454731,9.966548,63.092214,62.045845,22.457798
50:33.4,13.577778,10.278188,10.864804,63.567297,62.5571,22.430102
50:53.4,13.583333,11.047416,11.626006,63.778889,62.848943,22.430684
51:13.4,13.588889,11.945643,12.703139,63.972485,63.045664,21.859806
51:33.4,13.594445,12.871911,13.388266,64.059881,63.255252,21.185374
51:53.4,13.6,13.613118,14.110877,64.238562,63.489837,20.480077
52:13.4,13.605555,14.364985,14.850614,64.686718,64.061081,20.049135
52:33.4,13.611111,15.146248,15.581713,64.833494,64.304664,20.032535
52:53.4,13.616667,16.015862,16.371516,64.834078,63.636951,19.825887
53:13.4,13.622222,16.804305,17.192447,65.123164,63.822092,19.556482
53:33.4,13.627778,17.620517,17.972535,65.50339,64.775887,19.290016
53:53.4,13.633334,18.398976,18.699396,65.52629,64.694642,19.17204
54:13.4,13.638889,18.998764,19.373501,65.747081,64.834344,19.15631
54:33.4,13.644445,19.828808,20.149998,65.785224,64.882983,19.054949
54:53.4,13.65,20.553934,20.829128,66.052601,65.092352,19.044933
55:13.4,13.655555,21.339715,21.560802,66.105324,65.390958,19.061472
55:33.4,13.661111,21.925362,22.261685,66.146912,65.338429,18.947511
55:53.4,13.666666,22.606964,23.081333,66.422427,65.516921,18.901802
56:13.4,13.672223,23.480129,23.732738,66.635438,65.621124,18.854345
56:33.4,13.677778,24.183683,24.397102,66.723662,65.789546,19.323722
56:53.4,13.683336,24.765728,25.084828,66.897391,66.0297,19.779278
57:13.4,13.688889,25.466793,25.586644,67.066512,66.043245,20.296505
57:33.4,13.694444,26.161934,26.425047,67.159973,66.216253,20.64288
57:53.4,13.7,26.831896,26.875188,67.114611,66.354515,20.985794
58:13.4,13.705555,27.435065,27.673739,67.373355,66.685036,21.299392
58:33.4,13.711111,28.029592,28.200736,67.323329,66.522353,21.547919
58:53.4,13.716667,28.64283,28.78594,67.50008,66.641092,21.749358
59:13.4,13.722222,29.239295,29.372285,67.797703,67.05782,22.033361
59:33.4,13.727778,29.978193,30.070326,67.765784,66.974101,22.200241
59:53.4,13.733333,30.584111,30.663586,67.913066,67.312211,22.36144
00:13.4,13.738889,31.213369,31.186628,68.021909,67.337388,22.446091
00:33.4,13.744444,31.682368,31.799312,68.050514,67.316164,22.480841
00:53.4,13.75,32.263193,32.314442,68.18617,67.178283,22.57126
01:13.4,13.755556,32.799784,32.917381,68.184468,67.321561,22.588061
01:33.4,13.761111,33.366697,33.420741,68.47111,67.820968,22.561098
01:53.4,13.766667,33.969503,34.008384,68.416787,67.620513,22.618238
02:13.4,13.772222,34.469562,34.537757,68.550271,68.090884,22.626156
02:33.4,13.777777,35.100224,35.089111,68.399263,67.801715,22.736903
02:53.4,13.783333,35.724097,35.610801,68.676255,67.814242,22.766014
03:13.4,13.788889,36.170374,36.107637,68.849522,68.29631,22.782133
03:33.4,13.794444,36.728038,36.729864,68.886919,68.134939,22.888266
03:53.4,13.8,37.211716,37.167665,68.930827,68.193328,22.830018
04:13.4,13.805555,37.666519,37.730091,69.001844,68.278602,22.816344
04:33.4,13.811111,38.142658,38.163807,69.084052,68.575812,22.815894
04:53.4,13.816667,38.621047,38.651022,69.082297,68.600307,22.876962
05:13.4,13.822222,39.207518,39.179869,69.216489,68.542441,22.967551
05:33.4,13.827778,39.701226,39.683973,69.320254,68.448728,23.026702
05:53.4,13.833333,40.181563,40.06077,69.530544,68.711966,22.944394
06:13.4,13.838889,40.655595,40.637076,69.477838,68.840198,22.234992
06:33.4,13.844445,41.08629,41.004788,69.392369,68.68149,21.457486
06:53.4,13.85,41.576308,41.436855,69.552435,68.909661,20.850364
07:13.4,13.855556,41.972737,41.811079,69.584344,69.01023,20.429885
07:33.4,13.861113,42.393219,42.358312,69.791297,69.028265,20.141416
07:53.4,13.866668,42.86079,42.797861,69.763048,69.172376,19.959465
08:13.4,13.872224,43.257988,43.223056,69.874035,69.403893,19.669649
08:33.4,13.877779,43.664776,43.604942,69.894982,69.349224,19.549271
08:53.4,13.883334,44.117077,43.957823,69.767137,69.210646,19.469481
09:13.4,13.88889,44.529711,44.531941,70.006975,69.561127,19.427252
09:33.4,13.894446,44.96637,44.882394,70.154815,69.778976,19.325798
09:53.4,13.899999,45.343501,45.241098,70.004491,69.675411,19.253318
10:13.4,13.905557,45.778234,45.66875,70.178934,69.543539,19.179309
10:33.4,13.911111,46.175571,46.083728,70.223672,69.788577,19.138232
10:53.4,13.916668,46.595792,46.48282,70.204288,69.572701,19.161996
11:13.4,13.922223,46.964251,46.853469,70.323441,69.941868,19.093552
11:33.4,13.927778,47.326709,47.229231,70.361526,69.837141,18.976739
11:53.4,13.933335,47.703937,47.548883,70.435543,69.931208,18.987587
12:13.4,13.93889,48.132619,47.987146,70.498134,69.990909,18.976762
12:33.4,13.944446,48.511096,48.391692,70.430736,70.005124,19.59929
12:53.4,13.950001,48.8935,48.823695,70.612817,70.229552,19.971339
13:13.4,13.955557,49.25128,49.145573,70.602282,70.110814,20.492447
13:33.4,13.96111,49.626838,49.489304,70.774601,70.486235,20.845771
13:53.4,13.966666,49.985378,49.886342,70.782713,70.294822,21.229812
14:13.4,13.972222,50.340608,50.226655,70.857445,70.527493,21.548509
14:33.4,13.977778,50.72331,50.57839,70.855394,70.426625,21.697715
14:53.4,13.983333,51.028134,50.917116,70.974751,70.629848,21.866833
15:13.4,13.988889,51.362016,51.291029,70.965115,70.569055,22.035865
15:33.4,13.994444,51.687848,51.538436,71.033096,70.783345,22.121873
15:53.4,14,52.022081,51.901434,71.013932,70.745842,22.282442
16:13.4,14.005556,52.409242,52.277609,71.129841,70.935999,22.383536
16:33.4,14.011111,52.689609,52.585512,71.189348,70.840907,22.43075
16:53.4,14.016667,52.948048,52.891555,71.119927,70.786647,22.463158
17:13.4,14.022222,53.249926,53.177157,71.140245,70.825007,22.439508
17:33.4,14.027778,53.488985,53.481127,71.231931,71.014475,22.471235
17:53.4,14.033333,53.710683,53.724493,71.269625,70.936195,22.474174
18:13.4,14.038888,54.071217,54.086979,71.396571,71.254826,22.589828
18:33.4,14.044444,54.345796,54.35758,71.39409,71.07886,22.611466
18:53.4,14.05,54.607657,54.574666,71.461913,71.242489,22.679825
19:13.4,14.055558,54.847305,54.82894,71.451817,71.211734,22.707437
19:33.4,14.061111,55.090877,55.069234,71.451357,71.399875,22.746448
19:53.5,14.066678,55.306757,55.310806,71.551612,71.441454,22.754791
20:13.4,14.072222,55.626856,55.606171,71.585844,71.309007,22.787193
20:33.4,14.077777,55.899195,55.852878,71.543382,71.412925,22.81581
20:53.4,14.083333,56.129775,56.082888,71.676983,71.395516,22.820944
21:13.4,14.088889,56.339625,56.338597,71.65899,71.518724,22.851344
21:33.4,14.094445,56.556624,56.52761,71.701677,71.496615,22.81018
21:53.4,14.1,56.711502,56.740952,71.656219,71.513425,22.789672
22:13.4,14.105555,57.032162,57.022509,71.731951,71.647713,22.84162
22:33.4,14.111111,57.276703,57.210408,71.715453,71.57414,22.357253
22:53.4,14.116667,57.474728,57.447188,71.826823,71.694277,21.519157
23:13.4,14.122222,57.682593,57.686424,71.808376,71.71374,21.005591
23:33.4,14.127778,57.918953,57.844684,71.84784,71.671096,20.721508
23:53.4,14.133333,58.085064,58.100386,71.981042,71.848276,20.498639
24:13.4,14.138889,58.323686,58.259,71.902905,71.795255,20.317968
24:33.4,14.144444,58.521118,58.492386,72.066778,71.99185,19.970638
24:53.4,14.15,58.764017,58.685383,72.009342,71.856425,19.792008
25:13.4,14.155555,58.948287,58.88481,72.09526,71.937712,19.749021
25:33.4,14.161111,59.13167,59.083365,71.992315,71.897461,19.557452
25:53.4,14.166667,59.328576,59.241693,72.05425,71.860657,19.489797
26:13.4,14.172222,59.51581,59.437962,72.106926,72.034554,19.284046
26:33.4,14.177778,59.72959,59.666757,72.127422,72.061537,19.238828
26:53.4,14.183333,59.946858,59.891831,72.23502,72.234212,19.267493
27:13.4,14.188889,60.147171,60.056031,72.198463,72.207994,19.179989
27:33.4,14.194444,60.259766,60.211266,72.197085,72.163643,19.175977
27:53.4,14.2,60.455973,60.39824,72.140367,72.057191,19.014403
28:13.4,14.205556,60.614265,60.578654,72.09932,71.993323,18.916052
28:33.4,14.211111,60.81854,60.764468,72.151818,72.099957,19.10263
28:53.4,14.216667,61.027111,60.96061,72.313808,72.256858,19.575099
29:13.4,14.222222,61.115894,61.02519,72.331664,72.327643,20.081547
29:33.4,14.227778,61.278064,61.228774,72.268502,72.28206,20.534561
29:53.4,14.233333,61.481339,61.412676,72.247546,72.216957,20.775421
30:13.4,14.238889,61.763177,61.684177,72.389348,72.307522,21.142878
30:33.4,14.244444,61.912222,61.842217,72.455403,72.443506,21.363725
30:53.4,14.25,62.067031,61.998471,72.444167,72.441026,21.537163
31:13.4,14.255555,62.21834,62.205646,72.442012,72.403201,21.705249
31:33.4,14.261111,62.36582,62.30694,72.455431,72.34456,21.871974
31:53.4,14.266666,62.498893,62.437986,72.477024,72.512274,22.06015
32:13.4,14.272223,62.759037,62.688843,72.65966,72.646311,22.218605
32:33.4,14.277778,62.887315,62.824327,72.504447,72.473328,22.337415
32:53.4,14.283335,62.984242,62.93545,72.602152,72.572109,22.37038
33:13.4,14.28889,63.113621,63.064972,72.548311,72.5992,22.366261
33:33.4,14.294445,63.253238,63.217039,72.562965,72.464389,22.447741
33:53.4,14.300001,63.461057,63.404484,72.732693,72.744844,22.558336
34:13.4,14.305556,63.605251,63.539598,72.707648,72.727294,22.640252
34:33.4,14.311112,63.709622,63.666623,72.607388,72.634564,22.611144
34:53.4,14.31667,63.849834,63.785493,72.708496,72.777894,22.6628
35:13.4,14.322223,64.02773,63.967979,72.76496,72.813128,22.732124
35:33.4,14.327779,64.195379,64.155694,72.773999,72.875504,22.750589
35:53.4,14.333335,64.308803,64.232303,72.36312,72.342314,22.870121
36:13.4,14.33889,64.168293,64.004373,67.098065,66.783675,22.970443
36:33.4,14.344445,64.091303,63.981454,66.223139,65.86532,23.139303
36:53.4,14.350001,64.058008,63.926157,63.499244,63.029,23.327067
37:13.4,14.355557,63.906752,63.71837,60.615843,60.32673,23.509469
37:33.4,14.361112,63.765682,63.539949,58.7133,58.541926,23.741884
37:53.4,14.366667,63.745088,63.514117,60.031337,60.352592,22.918519
38:13.4,14.372222,63.893711,63.68664,63.389761,64.173348,22.408714
38:33.4,14.377778,63.810789,63.602813,61.509906,62.169038,22.037036
38:53.4,14.383333,63.777769,63.539678,60.95685,61.876892,21.904699
39:13.4,14.388889,63.82729,63.692104,64.547804,65.754471,21.769215
39:33.4,14.394444,63.761118,63.568979,61.658573,62.528335,21.576943
39:53.4,14.4,63.923862,63.833763,66.488562,67.743641,21.402797
40:13.4,14.405556,63.943038,63.79496,64.018376,65.073487,21.336467
40:33.4,14.411111,64.103671,63.988722,66.89715,68.221808,21.046481
40:53.4,14.416666,64.001228,63.917742,63.770145,64.722824,20.99495
41:13.4,14.422222,64.149321,64.010806,65.166261,66.420712,20.957775
41:33.4,14.427778,64.197997,64.095725,65.463232,66.512591,20.832018
41:53.4,14.433333,64.278386,64.202649,66.133465,67.206388,20.738252
42:13.4,14.438889,64.194888,64.103434,62.767434,63.488232,20.73588
42:33.4,14.444444,64.243156,64.128662,62.965179,63.990091,20.695365
42:53.4,14.45,64.26303,64.149862,63.52299,64.608218,20.470101
43:13.4,14.455556,64.294945,64.25886,64.981302,66.190609,20.257199
43:33.4,14.461111,64.143045,64.106016,62.523038,63.449542,20.366628
43:53.4,14.466667,64.221803,64.145759,62.877668,63.909372,20.155915
44:13.4,14.472222,64.30696,64.285059,65.072686,66.310718,20.257998
44:33.4,14.477778,64.330197,64.32715,64.927192,66.148441,20.305021
44:53.4,14.483333,64.246024,64.197721,61.842731,62.742872,20.202914
45:13.4,14.488889,64.294999,64.21846,62.426467,63.520174,20.206084
45:33.4,14.494444,64.240026,64.214551,62.255655,63.226552,20.179612
45:53.4,14.5,64.22262,64.116478,60.445892,61.371793,20.16702
46:13.4,14.505556,64.264213,64.275219,63.155266,64.300192,20.191937
46:33.4,14.511111,64.274762,64.181948,61.494154,62.65721,20.202818
46:53.4,14.516667,64.249468,64.261583,62.586594,63.688525,20.350907
47:13.4,14.522222,64.213593,64.122823,60.44775,61.426431,20.258478
47:33.4,14.527778,64.332118,64.353635,64.401581,65.658977,20.255199
47:53.4,14.533333,64.244888,64.209136,61.139088,62.107105,20.11592
48:13.4,14.538889,64.303279,64.250274,62.198857,63.434423,20.112724
48:33.4,14.544444,64.32082,64.381436,64.044193,65.340446,20.161545
48:53.4,14.55,64.280402,64.291179,61.873056,62.913367,20.42032
49:13.4,14.555555,64.367049,64.348931,63.171243,64.550131,21.333208
49:33.4,14.561111,64.413379,64.477667,64.803798,66.086877,22.001751
49:53.4,14.566666,64.364707,64.333454,61.714398,62.827739,22.542373
50:13.4,14.572222,64.396413,64.475864,64.284031,65.528776,23.201174
50:33.4,14.577778,64.429279,64.421949,62.963002,64.207041,23.511324
50:53.4,14.583333,64.396982,64.479829,63.904323,64.978601,23.723288
51:13.4,14.588889,64.261433,64.298623,60.475935,61.333995,23.861809
51:33.4,14.594445,64.477011,64.560859,64.624211,65.851261,24.067291
51:53.4,14.6,64.336835,64.378313,61.134818,62.04117,24.105551
52:13.4,14.605556,64.424317,64.532218,65.301602,66.7529,24.274771
52:33.4,14.611111,64.214575,64.30413,60.570015,61.462567,24.294645
52:53.4,14.616667,64.402626,64.472459,64.298866,65.678407,24.31049
53:13.4,14.622222,64.178029,64.279561,60.524853,61.526202,24.142968
53:33.4,14.627777,64.349438,64.456542,64.888239,66.431759,23.968956
53:53.4,14.633333,64.276709,64.379271,62.06215,63.087738,24.22337
54:13.4,14.638889,64.183273,64.237551,59.614873,60.716241,24.359704
54:33.4,14.644444,64.266618,64.414859,64.019477,65.463513,23.610712
54:53.4,14.65,64.168859,64.236475,59.166707,60.148511,22.871615
55:13.4,14.655555,64.283481,64.415398,64.220274,65.818181,22.185835
55:33.4,14.661111,64.114892,64.16889,59.787169,60.839709,22.005876
55:53.4,14.666667,64.232189,64.381373,64.415524,65.925372,21.893139
56:13.4,14.672222,64.128742,64.232987,61.011261,62.116435,21.763418
56:33.4,14.677778,64.372118,64.47936,64.90421,66.482413,21.691726
56:53.4,14.683333,64.341398,64.42259,63.033311,64.306444,21.38991
57:13.4,14.688889,64.16953,64.284903,60.536845,61.340547,21.290686
57:33.4,14.694444,64.23294,64.27942,61.299505,62.551952,21.05523
57:53.4,14.7,64.22408,64.3694,62.807715,64.042596,20.987129
58:13.4,14.705555,64.26437,64.350271,63.029719,64.473823,20.931851
58:33.4,14.711111,64.269121,64.401353,63.7689,65.002139,20.994185
58:53.4,14.716667,64.371478,64.521283,65.288351,66.653232,20.669722
59:13.4,14.722222,64.233065,64.365967,61.665521,62.601201,20.702647
59:33.4,14.727778,64.237994,64.286046,60.543551,61.642599,20.728297
59:53.4,14.733333,64.160705,64.298937,60.897768,61.702203,20.879092
00:13.4,14.738889,64.302789,64.38272,63.145359,64.602852,20.599177
00:33.4,14.744444,64.11123,64.255764,61.167611,62.140673,20.799357
00:53.4,14.75,64.243491,64.37237,64.537926,66.132595,20.421686
01:13.4,14.755556,64.066776,64.219312,60.68715,61.725289,20.440621
01:33.4,14.761111,64.293842,64.452941,65.30086,66.988587,20.499118
01:53.4,14.766667,64.07021,64.234886,60.372476,61.305093,20.59123
02:13.4,14.772222,64.295481,64.484707,65.987369,67.557626,20.56234
02:33.4,14.777778,64.186499,64.347717,62.132336,63.272982,20.740401
02:53.4,14.783333,64.30884,64.44189,63.9759,65.363836,20.489052
03:13.4,14.788889,64.293449,64.493703,64.325169,65.621281,20.548349
03:33.4,14.794445,64.225773,64.386765,61.785046,62.823226,20.419292
03:53.4,14.8,64.28154,64.438613,64.074419,65.298179,20.31118
04:13.4,14.805555,64.067803,64.27711,61.407952,62.29032,20.200715
04:33.4,14.811111,64.133957,64.271382,61.622919,62.869037,20.395273
04:53.4,14.816666,64.134042,64.357343,62.779918,63.821902,20.59341
05:13.4,14.822222,64.106694,64.230524,60.381596,61.479828,20.520775
05:33.4,14.827778,64.222994,64.447333,64.157468,65.567959,20.451725
05:53.4,14.833333,64.095387,64.267066,60.417922,61.463975,20.467564
06:13.4,14.838889,64.273253,64.492328,64.533844,66.018489,20.625798
06:33.4,14.844444,64.217245,64.429906,62.923418,64.156731,20.591233
06:53.4,14.85,64.212221,64.341025,60.932043,62.101288,21.789268
07:13.4,14.855556,64.300345,64.519532,64.343212,65.57854,22.784757
07:33.4,14.861111,64.180796,64.326582,60.091333,61.008361,23.006096
07:53.4,14.866666,64.320387,64.576695,64.757036,65.919984,23.461143
08:13.4,14.872222,64.160789,64.353331,60.233927,61.10164,23.751749
08:33.4,14.877777,64.376183,64.594698,64.502576,65.982324,24.159163
08:53.4,14.883333,64.240846,64.442914,60.670645,61.66472,24.442478
09:13.4,14.888889,64.423319,64.641243,65.13454,66.572393,24.480374
09:33.4,14.894444,64.170341,64.372955,59.844289,60.590936,24.35713
09:53.4,14.9,64.411737,64.603466,63.600099,64.931475,24.58172
10:13.4,14.905555,64.27575,64.506076,61.217355,62.365955,24.598865
10:33.4,14.911111,64.295933,64.457618,61.189001,62.560778,24.552797
10:53.4,14.916667,64.308641,64.547707,63.194651,64.47342,24.318376
11:13.4,14.922222,64.253061,64.45445,59.903929,60.869315,24.57253
11:33.4,14.927777,64.375339,64.555268,62.905697,64.316392,24.504799
11:53.4,14.933333,64.233332,64.47873,61.877635,62.974132,23.757385
12:13.4,14.938889,64.190821,64.354515,59.368143,60.405197,23.001888
12:33.4,14.944453,64.323946,64.583434,63.117629,64.459383,22.545522
12:53.4,14.95,64.250962,64.424822,60.061149,61.147629,21.900047
13:13.4,14.955556,64.334749,64.555186,62.905316,64.208907,21.557584
13:33.4,14.961111,64.108515,64.305846,58.272293,59.101956,21.328943
13:53.4,14.966668,64.266912,64.447346,62.022977,63.445087,21.376303
14:13.4,14.972223,64.14322,64.364602,59.797772,60.827049,21.103416
14:33.4,14.977778,64.194596,64.363334,59.784847,61.095916,20.886761
14:53.4,14.983334,64.25402,64.496117,62.200543,63.518102,20.848786
15:13.4,14.98889,64.197548,64.343872,59.120262,60.17487,20.723835
15:33.4,14.994444,64.306176,64.545078,63.290295,64.740809,20.780348
15:53.4,15.000001,64.142262,64.333836,58.461668,59.420262,20.750057
16:13.4,15.005556,64.338298,64.587373,63.426329,64.877693,20.618861
16:33.4,15.011112,64.185502,64.387517,59.053904,60.033669,20.569604
16:53.4,15.016668,64.168376,64.312527,57.901326,58.959948,20.468585
17:13.4,15.022222,64.215582,64.45357,61.081469,62.403187,20.460695
17:33.4,15.027779,64.08674,64.287304,58.717046,59.883571,20.560443
17:53.4,15.033333,64.203331,64.411529,61.836924,63.222355,20.649186
18:13.4,15.03889,64.096876,64.346761,59.667979,60.76427,20.481662
18:33.4,15.044445,64.306546,64.546319,63.769806,65.426127,20.373799
18:53.4,15.05,64.212102,64.466026,61.366942,62.570205,20.352251
19:13.4,15.055555,64.120639,64.279516,57.595461,58.599373,20.687536
19:33.4,15.061111,63.46113,63.590439,45.478026,44.972443,20.513326
19:53.4,15.066667,62.971859,63.048067,41.495205,41.053546,20.545984
20:13.4,15.072222,62.521286,62.521418,38.807428,38.397568,20.662832
20:33.4,15.077777,62.033615,61.984606,35.946413,35.622874,20.694906
20:53.4,15.083335,61.493539,61.405289,32.755412,32.518779,20.840975
21:13.4,15.088889,60.861151,60.70462,29.665198,29.593495,20.856023
21:33.4,15.094444,60.129743,60.002136,27.159472,27.209856,20.89946
21:53.4,15.1,59.405227,59.202962,24.049903,23.993512,21.093892
22:13.4,15.105556,58.69175,58.492239,20.710988,20.825507,21.124909
22:33.4,15.111111,57.857734,57.612872,18.146292,18.380344,21.089982
22:53.4,15.11667,57.093646,56.910162,15.987673,16.14127,21.036614
23:13.4,15.122222,56.322338,56.045966,13.279836,13.523356,20.998134
23:33.4,15.127778,55.397745,55.169951,11.070124,11.202704,21.486341
23:53.4,15.133333,54.560768,54.351469,8.779774,9.817367,22.62957
24:13.4,15.138889,53.661488,53.389529,6.177324,6.707608,23.500527
24:33.4,15.144445,52.773584,52.515567,3.65444,4.050806,23.977949
24:53.4,15.15,51.880273,51.582135,2.35455,2.978497,24.435031
25:13.4,15.155555,50.881386,50.750725,0.181064,1.109858,25.028295
25:33.4,15.161111,50.112333,49.780126,-2.226395,-1.478557,25.222168
25:53.4,15.166667,49.039717,48.851174,-3.962247,-3.363598,25.463497
26:13.4,15.172222,48.095079,47.914568,-5.537942,-4.680294,25.451037
26:33.4,15.177778,46.990892,46.662559,-7.491277,-6.665705,25.492895
26:53.4,15.183334,46.096709,45.844075,-9.466687,-8.317149,25.44902
27:13.4,15.188889,44.935201,44.974012,-11.129798,-9.792913,25.613132
27:33.4,15.194444,43.973728,43.926309,-12.881481,-11.674574,25.579653
27:53.4,15.2,43.033822,42.909306,-14.42007,-12.787063,25.565918
28:13.4,15.205556,42.050562,41.929909,-15.463287,-14.099341,25.404209
28:33.4,15.211111,40.991974,40.810782,-16.616303,-15.473753,25.209068
28:53.4,15.216666,40.033507,39.972305,-18.477011,-16.939088,24.659095
29:13.4,15.222222,39.051826,38.986203,-19.849143,-18.81621,23.626124
29:33.4,15.227778,37.843591,37.91404,-20.858597,-19.378263,23.143349
29:53.4,15.233333,36.968052,36.966663,-22.007097,-20.895714,22.7789
30:13.4,15.238889,35.95283,35.919713,-23.645506,-22.473325,22.552927
30:33.4,15.244445,34.990437,34.916375,-24.343869,-23.080074,22.482717
30:53.4,15.25,33.956432,33.972474,-25.593629,-23.877018,22.424812
31:13.4,15.255556,32.960957,32.847391,-26.859602,-25.544175,22.221163
31:33.4,15.261111,31.993516,31.842226,-27.89091,-26.425664,21.995145
31:53.4,15.266667,30.867346,30.920406,-28.561596,-27.129355,21.740921
32:13.4,15.272222,29.923751,29.863866,-29.644961,-28.514894,22.051318
32:33.4,15.277779,28.979099,28.811961,-30.585084,-28.850508,21.997152
32:53.4,15.283334,27.966644,27.965788,-31.956146,-30.411832,21.830041
33:13.4,15.288891,26.94389,27.052588,-32.76285,-31.211081,21.656015
33:33.4,15.294446,26.081264,26.082237,-33.562585,-32.072434,21.678642
33:53.4,15.300001,24.985786,25.29794,-34.849817,-33.461755,21.487552
34:13.4,15.305557,24.131801,24.27099,-35.561711,-34.049859,21.548517
34:33.4,15.311112,23.086104,23.33127,-36.60546,-35.108953,21.49612
34:53.4,15.316667,22.113758,22.212756,-37.465921,-35.963264,21.474998
35:13.4,15.322223,21.330139,21.514901,-38.108017,-36.733445,21.526667
35:33.4,15.327779,20.389732,20.545196,-39.125375,-37.514903,21.498225
35:53.4,15.333334,19.483,19.625411,-39.744176,-38.229506,21.484033
36:13.4,15.33889,18.503728,18.675599,-40.745049,-39.428341,21.479023
36:33.4,15.344446,17.525105,17.634855,-41.401867,-39.601375,21.314245
36:53.4,15.350001,16.618835,16.778772,-41.889849,-40.39743,21.346152
37:13.4,15.355557,15.703938,15.918733,-42.556611,-41.212857,21.302756
37:33.4,15.361112,14.804248,15.046459,-43.541648,-42.165292,21.455499
37:53.4,15.366671,13.936459,14.217316,-43.692581,-42.327598,21.461147
38:13.4,15.372222,13.179853,13.413224,-44.241418,-42.689555,21.498031
38:33.4,15.377778,12.344091,12.521934,-45.147457,-44.022488,21.542151
38:53.4,15.383333,11.308057,11.536443,-45.735852,-44.311025,21.543655
39:13.4,15.388889,10.614809,10.885213,-46.496926,-45.175634,21.475226
39:33.4,15.394444,9.691192,9.775879,-47.021504,-45.767557,21.237526
39:53.4,15.4,8.831215,8.891194,-47.755264,-45.888646,21.174642
40:13.4,15.405556,8.099356,8.142647,-48.203797,-47.125466,20.850093
40:33.4,15.411111,7.092915,7.282749,-48.773236,-47.334676,21.078122
40:53.4,15.416667,6.147518,6.221416,-49.390776,-48.271141,20.98629
41:13.4,15.422222,5.322868,5.573428,-49.476727,-47.865912,21.136564
41:33.4,15.427777,4.523336,4.733424,-50.197233,-48.914625,20.990814
41:53.4,15.433333,3.771031,3.944577,-50.399988,-49.28136,20.941738
42:13.4,15.438889,2.886298,3.103415,-51.033955,-49.996363,20.91074
42:33.4,15.444444,2.117105,2.337622,-51.27913,-49.935779,21.117926
42:53.4,15.45,1.277204,1.576067,-51.905423,-50.504516,21.129969
43:13.4,15.455555,0.551168,0.831661,-51.967886,-50.751069,21.071895
43:33.4,15.461111,-0.188383,-0.004941,-52.880635,-51.659738,21.02081
43:53.4,15.466667,-0.987589,-0.66244,-53.007917,-51.69128,21.152794
44:13.4,15.472222,-1.746053,-1.446893,-53.254747,-51.83267,21.113404
44:33.4,15.477778,-2.433136,-2.205104,-54.010307,-52.907817,20.923569
44:53.4,15.483333,-3.301851,-2.923639,-53.767113,-52.43688,20.901971
45:13.4,15.488889,-4.036363,-3.685477,-53.314041,-51.972851,20.998167
45:33.4,15.494445,-4.676176,-4.474075,-54.638254,-53.330331,20.933593
45:53.4,15.5,-5.361416,-5.062607,-52.475179,-51.086868,20.785708
46:13.4,15.505555,-5.893076,-5.74482,-52.765174,-51.443358,20.962599
46:33.4,15.511111,-6.679948,-6.55369,-54.552097,-53.1332,21.04074
46:53.4,15.516667,-7.187531,-7.020653,-52.988455,-51.666418,21.990918
47:13.4,15.522222,-7.81459,-7.639754,-52.783325,-51.402102,22.983086
47:33.4,15.527778,-8.584847,-8.308725,-54.81385,-53.502646,23.259669
47:53.4,15.533333,-9.231354,-8.80155,-53.011769,-51.687516,23.670867
48:13.4,15.538889,-9.618331,-9.56826,-53.071461,-51.856732,24.133088
48:33.4,15.544444,-10.435405,-10.108679,-55.331193,-54.456904,24.380245
48:53.4,15.55,-10.981802,-10.59804,-53.266895,-51.967382,24.653817
49:13.4,15.555555,-11.433934,-11.098511,-53.297348,-51.863973,24.624634
49:33.4,15.561111,-12.209016,-11.862552,-55.646412,-54.672532,24.637615
49:53.4,15.566667,-12.818965,-12.370761,-53.261294,-52.066492,24.487702
50:13.4,15.572222,-13.221993,-12.891463,-53.238827,-52.059614,24.639183
50:33.4,15.577778,-13.876297,-13.496973,-55.750245,-54.906966,24.445584
